Source,Target,Type,Category
PA164781371,PA444281,Dirigé,treats
PA451536,PA445913,Dirigé,treats
PA451536,DOID:8463,Dirigé,treats
PA166182682,PA444555,Dirigé,treats
PA451234,DOID:0111100,Dirigé,treats
PA144997862,PA444065,Dirigé,treats
PA166048558,PA445683,Dirigé,treats
PA164781394,DOID:9744,Dirigé,treats
PA451536,DOID:9700,Dirigé,treats
PA451536,DOID:8741,Dirigé,treats
PA164781371,PA445137,Dirigé,treats
PA164746255,PA445425,Dirigé,treats
PA164781394,DOID:0111100,Dirigé,treats
PA166249581,PA446512,Dirigé,treats
PA449368,PA445312,Dirigé,treats
PA164776668,PA443945,Dirigé,treats
PA164781042,PA444915,Dirigé,treats
PA165958404,PA445019,Dirigé,treats
PA166114904,PA444823,Dirigé,treats
12580,PA166197121,Dirigé,treats
PA165958404,DOID:3875,Dirigé,treats
PA451704,PA445355,Dirigé,treats
PA451704,DOID:6195,Dirigé,treats
PA449483,PA445850,Dirigé,treats
PA451950,DOID:526,Dirigé,treats
PA450354,PA445204,Dirigé,treats
13026,PA165109103,Dirigé,treats
PA164749649,DOID:1019,Dirigé,treats
SALT000860,DOID:1727,Dirigé,treats
15467,PA445320,Dirigé,treats
PA450354,PA443560,Dirigé,treats
PA164769059,DOID:10763,Dirigé,treats
11255,PA443886,Dirigé,treats
PA450354,PA445100,Dirigé,treats
PA448835,DOID:11330,Dirigé,treats
PA448849,PA445992,Dirigé,treats
PA164784034,DOID:10824,Dirigé,treats
PA164749649,PA443655,Dirigé,treats
PA449483,PA443796,Dirigé,treats
PA448849,DOID:229,Dirigé,treats
PA448849,PA446721,Dirigé,treats
PA448835,DOID:8504,Dirigé,treats
PA448856,PA445305,Dirigé,treats
PA451775,DOID:2781,Dirigé,treats
PA451775,PA444465,Dirigé,treats
PA164749649,PA445992,Dirigé,treats
PA164778098,PA445131,Dirigé,treats
PA164742988,DOID:2474,Dirigé,treats
PA449483,DOID:10127,Dirigé,treats
PA164749649,PA446721,Dirigé,treats
PA451950,DOID:635,Dirigé,treats
PA448835,PA445312,Dirigé,treats
PA449483,PA443364,Dirigé,treats
PA164742988,DOID:2457,Dirigé,treats
PA449483,PA444645,Dirigé,treats
13026,PA444267,Dirigé,treats
PA164784034,PA444557,Dirigé,treats
PA450600,DOID:0111100,Dirigé,treats
PA450354,PA443331,Dirigé,treats
PA164769059,PA444370,Dirigé,treats
PA448856,PA445992,Dirigé,treats
PA164784034,PA444370,Dirigé,treats
PA451775,PA443756,Dirigé,treats
PA450354,PA444985,Dirigé,treats
PA448856,DOID:229,Dirigé,treats
SALT000860,DOID:9903,Dirigé,treats
06654,PA445254,Dirigé,treats
PA450354,PA445551,Dirigé,treats
PA448835,PA445992,Dirigé,treats
PA449483,PA445019,Dirigé,treats
11403,DOID:883,Dirigé,treats
PA164768739,PA446721,Dirigé,treats
PA164781387,PA443297,Dirigé,treats
13306,DOID:2170,Dirigé,treats
PA164781387,PA444840,Dirigé,treats
PA164776757,DOID:9408,Dirigé,treats
PA164768739,PA445883,Dirigé,treats
PA164768739,PA445672,Dirigé,treats
PA164776757,PA445019,Dirigé,treats
PA164768739,PA443570,Dirigé,treats
PA449462,DOID:7551,Dirigé,treats
PA451771,PA447216,Dirigé,treats
PA10088,PA445992,Dirigé,treats
PA450576,PA446421,Dirigé,treats
PA449462,PA445992,Dirigé,treats
PA451704,DOID:104,Dirigé,treats
PA449462,PA443833,Dirigé,treats
PA450576,DOID:1019,Dirigé,treats
PA449462,PA445997,Dirigé,treats
PA450730,PA443433,Dirigé,treats
PA164745485,PA447216,Dirigé,treats
PA164781387,PA444845,Dirigé,treats
PA451704,PA445992,Dirigé,treats
PA10813,PA444267,Dirigé,treats
PA450730,PA445174,Dirigé,treats
PA164768739,PA445312,Dirigé,treats
PA450576,PA443655,Dirigé,treats
PA450730,PA443434,Dirigé,treats
PA164768739,PA445196,Dirigé,treats
PA164745485,PA447207,Dirigé,treats
PA164781387,PA445113,Dirigé,treats
PA450903,DOID:4964,Dirigé,treats
PA449007,PA445992,Dirigé,treats
PA164781387,PA446169,Dirigé,treats
PA450576,PA445992,Dirigé,treats
PA164781387,DOID:8800,Dirigé,treats
PA450576,DOID:0060000,Dirigé,treats
PA164781387,PA443756,Dirigé,treats
PA164781387,PA160680212,Dirigé,treats
PA451771,DOID:11328,Dirigé,treats
PA451704,PA444280,Dirigé,treats
PA164768739,DOID:2050,Dirigé,treats
08946,PA444558,Dirigé,treats
PA164776757,PA443798,Dirigé,treats
PA164781387,PA446304,Dirigé,treats
PA10292,DOID:10112,Dirigé,treats
PA166123415,PA444370,Dirigé,treats
05013,PA445683,Dirigé,treats
06769,PA447055,Dirigé,treats
PA162363968,DOID:0050743,Dirigé,treats
PA166123415,PA445018,Dirigé,treats
06212,PA444797,Dirigé,treats
05013,DOID:8866,Dirigé,treats
PA164749184,DOID:229,Dirigé,treats
PA164749184,PA446721,Dirigé,treats
PA164742933,PA445320,Dirigé,treats
PA164745516,PA445846,Dirigé,treats
06769,PA444845,Dirigé,treats
PA164749184,PA445672,Dirigé,treats
06786,DOID:3142,Dirigé,treats
PA162363968,PA444845,Dirigé,treats
PA162363968,PA443340,Dirigé,treats
PA451773,DOID:11328,Dirigé,treats
11156,PA166048833,Dirigé,treats
PA164749135,DOID:104,Dirigé,treats
06769,PA446169,Dirigé,treats
PA164781029,PA445466,Dirigé,treats
05013,PA445676,Dirigé,treats
PA162363968,PA446169,Dirigé,treats
PA164781029,PA443450,Dirigé,treats
06769,PA160680212,Dirigé,treats
06212,DOID:3401,Dirigé,treats
PA10049,PA445425,Dirigé,treats
06786,DOID:3134,Dirigé,treats
PA449259,PA443560,Dirigé,treats
06212,PA444370,Dirigé,treats
PA165111696,PA444859,Dirigé,treats
PA162363968,DOID:3234,Dirigé,treats
06769,PA446304,Dirigé,treats
PA162363968,PA444762,Dirigé,treats
11156,PA165108247,Dirigé,treats
11156,DOID:1252,Dirigé,treats
06786,DOID:3158,Dirigé,treats
06786,DOID:3136,Dirigé,treats
06769,PA444840,Dirigé,treats
PA162363968,PA446304,Dirigé,treats
PA162363968,PA444756,Dirigé,treats
PA162363968,PA444840,Dirigé,treats
PA162363968,PA444750,Dirigé,treats
PA164749184,DOID:7551,Dirigé,treats
11156,PA166048864,Dirigé,treats
PA164749184,DOID:11263,Dirigé,treats
06769,DOID:0050747,Dirigé,treats
PA10140,PA444258,Dirigé,treats
PA164747650,DOID:3158,Dirigé,treats
PA164924493,PA443624,Dirigé,treats
PA164747650,DOID:3136,Dirigé,treats
PA164748866,PA445137,Dirigé,treats
PA164746074,PA443875,Dirigé,treats
PA166118342,PA443756,Dirigé,treats
13573,PA443570,Dirigé,treats
PA164781360,PA447216,Dirigé,treats
06826,PA445137,Dirigé,treats
12459,DOID:5409,Dirigé,treats
PA166118342,PA446335,Dirigé,treats
12459,PA445204,Dirigé,treats
PA164742938,DOID:13146,Dirigé,treats
06761,PA445520,Dirigé,treats
PA164746074,DOID:3134,Dirigé,treats
PA166118342,DOID:10873,Dirigé,treats
PA166118342,PA443895,Dirigé,treats
PA164924493,PA444685,Dirigé,treats
PA450566,PA445004,Dirigé,treats
PA166285061,DOID:9744,Dirigé,treats
PA164746074,DOID:3158,Dirigé,treats
PA164746074,DOID:3136,Dirigé,treats
PA164777011,DOID:0111100,Dirigé,treats
PA164924493,DOID:4467,Dirigé,treats
PA164924493,DOID:4919,Dirigé,treats
PA164769075,PA445019,Dirigé,treats
08913,PA445425,Dirigé,treats
PA166159961,PA444530,Dirigé,treats
13573,PA443565,Dirigé,treats
00901,PA443450,Dirigé,treats
PA164748093,PA444801,Dirigé,treats
PA166118342,DOID:4449,Dirigé,treats
PA164747650,DOID:3142,Dirigé,treats
PA164748093,DOID:2529,Dirigé,treats
PA166159961,PA443425,Dirigé,treats
PA164769075,PA445465,Dirigé,treats
04813,DOID:885,Dirigé,treats
13573,PA445466,Dirigé,treats
PA164747650,PA443875,Dirigé,treats
13573,PA443450,Dirigé,treats
PA164781360,DOID:11328,Dirigé,treats
PA166118342,DOID:1727,Dirigé,treats
PA164748223,DOID:2479,Dirigé,treats
06826,PA444282,Dirigé,treats
PA164924493,DOID:3953,Dirigé,treats
PA165981154,PA443622,Dirigé,treats
PA164747650,DOID:3134,Dirigé,treats
PA164746074,DOID:3142,Dirigé,treats
PA166118342,PA445503,Dirigé,treats
PA166285061,PA446560,Dirigé,treats
00749,PA443434,Dirigé,treats
PA451775,DOID:0080158,Dirigé,treats
PA451114,PA447196,Dirigé,treats
PA164754876,DOID:10242,Dirigé,treats
PA166182718,PA445013,Dirigé,treats
PA165958364,PA446560,Dirigé,treats
PA166182718,PA444903,Dirigé,treats
PA164750512,PA443570,Dirigé,treats
06820,PA443599,Dirigé,treats
PA451775,PA443408,Dirigé,treats
06820,DOID:0050134,Dirigé,treats
06820,DOID:11917,Dirigé,treats
PA451114,DOID:11328,Dirigé,treats
PA164748867,PA444282,Dirigé,treats
PA449738,PA445970,Dirigé,treats
PA449738,DOID:7551,Dirigé,treats
PA166182718,PA443624,Dirigé,treats
PA164748867,PA444590,Dirigé,treats
PA164748867,PA444281,Dirigé,treats
PA165958364,DOID:9744,Dirigé,treats
PA450037,PA447058,Dirigé,treats
PA449738,PA445992,Dirigé,treats
PA449738,PA443833,Dirigé,treats
PA449738,PA445483,Dirigé,treats
PA164754876,PA445113,Dirigé,treats
PA449738,PA446721,Dirigé,treats
08936,PA444966,Dirigé,treats
PA164748867,PA445137,Dirigé,treats
PA164754876,PA446721,Dirigé,treats
PA449738,DOID:9700,Dirigé,treats
PA449738,DOID:3055,Dirigé,treats
PA164746760,PA444267,Dirigé,treats
08936,PA447279,Dirigé,treats
PA451775,PA445503,Dirigé,treats
PA450037,DOID:0050784,Dirigé,treats
PA166182718,PA445683,Dirigé,treats
PA449738,PA445672,Dirigé,treats
PA450037,DOID:0050783,Dirigé,treats
PA166182718,PA443622,Dirigé,treats
PA449738,DOID:10457,Dirigé,treats
PA166122593,PA444797,Dirigé,treats
PA166122593,PA444445,Dirigé,treats
PA450037,PA444987,Dirigé,treats
PA166122593,PA444435,Dirigé,treats
06820,PA165108219,Dirigé,treats
00749,PA445174,Dirigé,treats
06820,PA166048747,Dirigé,treats
PA164746233,PA444365,Dirigé,treats
04815,PA166048747,Dirigé,treats
PA166209982,PA443655,Dirigé,treats
PA164760854,PA444966,Dirigé,treats
PA164746233,DOID:8534,Dirigé,treats
PA164760854,PA445999,Dirigé,treats
PA166220421,PA166197121,Dirigé,treats
PA449168,PA445089,Dirigé,treats
PA449160,PA445829,Dirigé,treats
PA449168,DOID:10763,Dirigé,treats
PA164768822,PA162372808,Dirigé,treats
09218,DOID:6364,Dirigé,treats
PA164746233,DOID:10808,Dirigé,treats
PA165946122,DOID:0050905,Dirigé,treats
PA164748137,PA445466,Dirigé,treats
PA448939,PA447196,Dirigé,treats
PA164746233,PA445190,Dirigé,treats
PA164744013,DOID:3142,Dirigé,treats
PA164748137,PA443450,Dirigé,treats
PA164760843,DOID:2351,Dirigé,treats
PA166128167,PA444797,Dirigé,treats
PA164768822,PA444926,Dirigé,treats
PA166128167,PA444445,Dirigé,treats
PA164750571,PA447216,Dirigé,treats
PA164746233,DOID:784,Dirigé,treats
PA164743456,DOID:104,Dirigé,treats
PA164781027,DOID:104,Dirigé,treats
PA164768822,PA445425,Dirigé,treats
11385,DOID:104,Dirigé,treats
PA165946122,DOID:3904,Dirigé,treats
PA164760854,PA447196,Dirigé,treats
PA164743456,PA445992,Dirigé,treats
PA164744013,DOID:3134,Dirigé,treats
PA164746233,PA444105,Dirigé,treats
00048,DOID:8717,Dirigé,treats
PA164768822,DOID:1414,Dirigé,treats
PA164781044,DOID:750,Dirigé,treats
PA166123566,PA166197121,Dirigé,treats
PA164746233,DOID:750,Dirigé,treats
PA10032,PA443364,Dirigé,treats
PA164744013,DOID:3158,Dirigé,treats
PA164744013,DOID:3136,Dirigé,treats
PA164754863,PA444760,Dirigé,treats
PA164781044,PA446116,Dirigé,treats
PA164746233,PA443945,Dirigé,treats
PA165946122,PA443622,Dirigé,treats
PA449168,PA444370,Dirigé,treats
01556,PA445131,Dirigé,treats
13279,PA443796,Dirigé,treats
13425,PA165108219,Dirigé,treats
PA164750513,DOID:3142,Dirigé,treats
PA166163327,DOID:9744,Dirigé,treats
00322,DOID:5672,Dirigé,treats
06410,PA444541,Dirigé,treats
PA161660841,PA166197121,Dirigé,treats
PA164752444,DOID:1168,Dirigé,treats
00322,PA445742,Dirigé,treats
PA164760843,PA445013,Dirigé,treats
PA164746820,DOID:11832,Dirigé,treats
PA166163432,PA447025,Dirigé,treats
PA10072,PA445013,Dirigé,treats
05076,PA166197121,Dirigé,treats
PA164760843,PA447182,Dirigé,treats
PA164749408,DOID:3134,Dirigé,treats
PA164746037,DOID:9847,Dirigé,treats
PA164750513,DOID:3134,Dirigé,treats
PA164752444,PA443425,Dirigé,treats
PA164749157,PA162372808,Dirigé,treats
PA164749408,DOID:3158,Dirigé,treats
PA164749408,DOID:3136,Dirigé,treats
PA164750513,DOID:3158,Dirigé,treats
11398,DOID:2789,Dirigé,treats
PA166110257,PA444250,Dirigé,treats
08874,DOID:0060185,Dirigé,treats
PA164760843,PA443340,Dirigé,treats
PA164760843,DOID:2352,Dirigé,treats
13345,PA443853,Dirigé,treats
PA166110257,PA444104,Dirigé,treats
PA10072,PA443340,Dirigé,treats
PA164742966,DOID:10763,Dirigé,treats
PA164751802,DOID:11227,Dirigé,treats
09115,PA443832,Dirigé,treats
PA164746251,PA445672,Dirigé,treats
PA164747478,PA444370,Dirigé,treats
PA164747478,PA443459,Dirigé,treats
PA164746820,PA445736,Dirigé,treats
11399,PA445131,Dirigé,treats
09095,PA445676,Dirigé,treats
PA166110257,DOID:8534,Dirigé,treats
PA164760843,PA445015,Dirigé,treats
PA164749157,PA444040,Dirigé,treats
06410,PA444540,Dirigé,treats
06410,DOID:12465,Dirigé,treats
PA10072,DOID:784,Dirigé,treats
PA164752444,PA443796,Dirigé,treats
PA164746037,DOID:2479,Dirigé,treats
PA164760843,PA445833,Dirigé,treats
PA164760843,PA444760,Dirigé,treats
PA164749408,DOID:3142,Dirigé,treats
PA165958418,DOID:2474,Dirigé,treats
11921,PA447025,Dirigé,treats
PA164744506,PA445999,Dirigé,treats
PA134687907,PA447178,Dirigé,treats
PA165958418,DOID:2457,Dirigé,treats
PA134687907,PA444816,Dirigé,treats
PA450221,PA444589,Dirigé,treats
PA448500,PA443796,Dirigé,treats
PA164774763,PA445137,Dirigé,treats
PA134687812,PA445312,Dirigé,treats
PA165906891,PA444685,Dirigé,treats
PA165958419,DOID:1205,Dirigé,treats
PA164776726,DOID:0111100,Dirigé,treats
PA164784026,DOID:303,Dirigé,treats
PA165906891,DOID:4919,Dirigé,treats
PA450620,DOID:10763,Dirigé,treats
PA448611,DOID:10763,Dirigé,treats
PA448611,PA444282,Dirigé,treats
PA451605,DOID:10763,Dirigé,treats
PA448500,DOID:1168,Dirigé,treats
PA450348,PA446392,Dirigé,treats
PA165958400,PA446277,Dirigé,treats
PA449481,DOID:10763,Dirigé,treats
PA164784026,DOID:0060496,Dirigé,treats
PA450221,PA445862,Dirigé,treats
PA166118041,DOID:2352,Dirigé,treats
PA450221,PA444307,Dirigé,treats
PA165906891,DOID:3973,Dirigé,treats
01182,PA443459,Dirigé,treats
PA448500,PA443425,Dirigé,treats
06813,DOID:0050743,Dirigé,treats
PA134687907,PA443450,Dirigé,treats
PA450221,PA166048742,Dirigé,treats
PA448611,PA445137,Dirigé,treats
PA450221,PA445859,Dirigé,treats
PA166151864,PA447025,Dirigé,treats
PA164748782,PA165108167,Dirigé,treats
PA166118041,PA445833,Dirigé,treats
PA450348,PA446390,Dirigé,treats
PA164745310,DOID:9663,Dirigé,treats
PA450348,PA444859,Dirigé,treats
PA448500,PA443670,Dirigé,treats
PA448500,PA444368,Dirigé,treats
PA450221,DOID:3963,Dirigé,treats
PA451706,DOID:12098,Dirigé,treats
PA164774763,PA444281,Dirigé,treats
PA165958400,PA444675,Dirigé,treats
PA451605,PA444370,Dirigé,treats
PA449481,PA444370,Dirigé,treats
PA166118041,PA445013,Dirigé,treats
PA164745513,DOID:7551,Dirigé,treats
PA164745513,DOID:104,Dirigé,treats
14075,PA165108219,Dirigé,treats
PA164754753,DOID:2752,Dirigé,treats
01306,DOID:0111100,Dirigé,treats
PA164745513,DOID:3401,Dirigé,treats
11389,DOID:12926,Dirigé,treats
PA166220442,DOID:13241,Dirigé,treats
PA164776841,PA445089,Dirigé,treats
PA166220442,PA443430,Dirigé,treats
PA164745513,PA445992,Dirigé,treats
PA164776841,DOID:10763,Dirigé,treats
PA164764582,DOID:10123,Dirigé,treats
PA166220442,PA166197121,Dirigé,treats
PA166220442,PA445724,Dirigé,treats
PA164747080,PA443815,Dirigé,treats
PA164745461,DOID:7551,Dirigé,treats
PA166160053,PA166123368,Dirigé,treats
PA451688,PA445206,Dirigé,treats
PA164774795,DOID:11132,Dirigé,treats
PA450341,PA443430,Dirigé,treats
PA164764582,PA446047,Dirigé,treats
06548,PA445190,Dirigé,treats
PA449045,PA443796,Dirigé,treats
00603,DOID:288,Dirigé,treats
PA164745461,PA445992,Dirigé,treats
PA449548,PA444513,Dirigé,treats
PA166220442,PA445451,Dirigé,treats
11389,DOID:5502,Dirigé,treats
PA166220442,PA444987,Dirigé,treats
PA164747080,PA443430,Dirigé,treats
PA449045,DOID:1168,Dirigé,treats
PA164747080,PA166197121,Dirigé,treats
09495,PA445320,Dirigé,treats
PA166220442,PA446198,Dirigé,treats
PA164754753,PA444297,Dirigé,treats
PA166049180,DOID:2964,Dirigé,treats
PA164743961,PA443264,Dirigé,treats
PA448886,PA445992,Dirigé,treats
PA164776841,PA444370,Dirigé,treats
PA164745513,PA443247,Dirigé,treats
PA166160053,PA447216,Dirigé,treats
01306,PA444522,Dirigé,treats
PA164743961,PA165108526,Dirigé,treats
PA449045,PA443425,Dirigé,treats
PA164745461,DOID:11573,Dirigé,treats
01306,DOID:9744,Dirigé,treats
08954,PA166197121,Dirigé,treats
PA166121346,PA446304,Dirigé,treats
PA164748727,PA444282,Dirigé,treats
PA165950341,PA443829,Dirigé,treats
PA166121346,PA444756,Dirigé,treats
PA166153472,PA444685,Dirigé,treats
PA166121346,PA444840,Dirigé,treats
PA166121346,PA444750,Dirigé,treats
PA449877,DOID:750,Dirigé,treats
00226,DOID:10763,Dirigé,treats
PA166153472,DOID:4467,Dirigé,treats
PA164774903,DOID:10763,Dirigé,treats
09054,PA444845,Dirigé,treats
PA166153472,DOID:0080522,Dirigé,treats
PA166121346,DOID:0050747,Dirigé,treats
PA449825,PA447197,Dirigé,treats
11633,PA443444,Dirigé,treats
PA164748727,PA445137,Dirigé,treats
PA166121346,PA447055,Dirigé,treats
PA166153472,DOID:3973,Dirigé,treats
PA164743096,DOID:783,Dirigé,treats
09371,PA444039,Dirigé,treats
09054,PA446169,Dirigé,treats
PA164743018,PA446488,Dirigé,treats
PA164747170,PA443560,Dirigé,treats
09054,PA160680212,Dirigé,treats
PA164768737,PA166048747,Dirigé,treats
PA164750491,PA445999,Dirigé,treats
PA166121346,PA444845,Dirigé,treats
08872,PA445528,Dirigé,treats
PA164746526,PA447196,Dirigé,treats
PA164746228,DOID:11168,Dirigé,treats
09054,PA446304,Dirigé,treats
09054,PA444840,Dirigé,treats
PA166121346,PA446169,Dirigé,treats
PA166153472,PA443624,Dirigé,treats
09371,PA443324,Dirigé,treats
PA449825,DOID:10763,Dirigé,treats
PA166182150,PA447207,Dirigé,treats
01309,DOID:9744,Dirigé,treats
PA166121346,PA160680212,Dirigé,treats
PA165958417,DOID:104,Dirigé,treats
PA164746820,PA444065,Dirigé,treats
09054,DOID:0050747,Dirigé,treats
06785,PA165108853,Dirigé,treats
PA166121346,DOID:3234,Dirigé,treats
12010,PA166197121,Dirigé,treats
09054,PA447055,Dirigé,treats
PA165291492,PA445792,Dirigé,treats
12787,PA447195,Dirigé,treats
PA164752251,PA447192,Dirigé,treats
09311,PA166048887,Dirigé,treats
PA166182883,DOID:11120,Dirigé,treats
PA165291492,PA443624,Dirigé,treats
PA165291492,DOID:5165,Dirigé,treats
PA164748763,PA444370,Dirigé,treats
PA165291492,DOID:0060123,Dirigé,treats
PA164760863,PA445089,Dirigé,treats
PA165291492,DOID:5289,Dirigé,treats
PA164920420,PA445204,Dirigé,treats
08910,PA443331,Dirigé,treats
PA164760863,DOID:10763,Dirigé,treats
PA166163418,DOID:1963,Dirigé,treats
05316,PA443853,Dirigé,treats
05316,PA445254,Dirigé,treats
PA166161306,DOID:0050743,Dirigé,treats
09311,PA443782,Dirigé,treats
PA166211921,PA166197121,Dirigé,treats
PA165291492,PA444685,Dirigé,treats
PA165963961,PA444318,Dirigé,treats
05316,PA447127,Dirigé,treats
PA165291492,DOID:4467,Dirigé,treats
PA165291492,DOID:4919,Dirigé,treats
PA166129522,PA444840,Dirigé,treats
PA164744346,PA443324,Dirigé,treats
04911,PA443655,Dirigé,treats
08910,PA445015,Dirigé,treats
PA164748763,PA445089,Dirigé,treats
PA164784024,PA444797,Dirigé,treats
11443,PA443833,Dirigé,treats
PA164784024,PA444445,Dirigé,treats
PA164784024,PA444435,Dirigé,treats
PA164748763,DOID:10763,Dirigé,treats
08910,PA444762,Dirigé,treats
PA166129522,PA444903,Dirigé,treats
PA164784024,PA444903,Dirigé,treats
PA164781018,DOID:2474,Dirigé,treats
PA165291492,PA151958383,Dirigé,treats
PA166184558,DOID:3717,Dirigé,treats
PA164781018,DOID:2457,Dirigé,treats
PA166161306,PA445010,Dirigé,treats
PA164760860,PA446169,Dirigé,treats
PA166163418,DOID:1725,Dirigé,treats
PA166184558,PA443756,Dirigé,treats
PA166184558,PA443622,Dirigé,treats
11160,PA445999,Dirigé,treats
05316,PA447062,Dirigé,treats
13362,PA444065,Dirigé,treats
PA164760863,PA444370,Dirigé,treats
PA450492,DOID:10763,Dirigé,treats
PA166129522,DOID:3904,Dirigé,treats
PA166129522,PA443512,Dirigé,treats
PA166129522,DOID:4908,Dirigé,treats
09033,PA443749,Dirigé,treats
PA166124615,DOID:5520,Dirigé,treats
PA451096,PA444845,Dirigé,treats
PA164781026,PA443597,Dirigé,treats
06794,PA444668,Dirigé,treats
PA166129522,DOID:5157,Dirigé,treats
PA164743018,PA165108205,Dirigé,treats
PA164746493,PA444675,Dirigé,treats
PA166129522,PA444685,Dirigé,treats
06794,DOID:9368,Dirigé,treats
06794,DOID:2474,Dirigé,treats
PA166129522,DOID:4467,Dirigé,treats
PA450346,DOID:2474,Dirigé,treats
PA165291472,PA443560,Dirigé,treats
PA166129522,PA443756,Dirigé,treats
13644,PA445862,Dirigé,treats
PA166129522,PA160680212,Dirigé,treats
PA164777012,PA166048887,Dirigé,treats
PA166129522,PA443622,Dirigé,treats
PA450346,DOID:2457,Dirigé,treats
PA166129522,PA444760,Dirigé,treats
PA164743018,PA443879,Dirigé,treats
PA166129522,DOID:2645,Dirigé,treats
PA166209301,PA166197121,Dirigé,treats
PA166129522,DOID:0050865,Dirigé,treats
PA164781026,PA443444,Dirigé,treats
PA166169917,PA444760,Dirigé,treats
PA166129522,PA165109020,Dirigé,treats
PA164781045,PA444370,Dirigé,treats
PA164748094,PA444370,Dirigé,treats
PA166129522,PA445013,Dirigé,treats
PA166261201,PA443780,Dirigé,treats
PA164777012,PA443782,Dirigé,treats
12270,PA166197121,Dirigé,treats
PA164743018,PA445999,Dirigé,treats
PA166129522,PA443627,Dirigé,treats
13448,PA445256,Dirigé,treats
PA166261201,PA445465,Dirigé,treats
PA164748094,PA445089,Dirigé,treats
PA166261201,DOID:12326,Dirigé,treats
